grid_cell,lat_bin,lon_bin,hour,day_of_week,crime_count,n_crime_types,month_mode,is_weekend,risk_level
41.94_-87.8,41.94,-87.8,22,1,4,3,2,0,Medium
41.94_-87.8,41.94,-87.8,22,2,1,1,1,0,Low
41.94_-87.8,41.94,-87.8,22,4,1,1,2,0,Low
41.94_-87.8,41.94,-87.8,22,5,4,3,2,1,Medium
41.94_-87.8,41.94,-87.8,22,6,1,1,3,1,Low
41.94_-87.8,41.94,-87.8,23,1,4,2,2,0,Medium
41.94_-87.8,41.94,-87.8,23,2,1,1,7,0,Low
41.94_-87.8,41.94,-87.8,23,5,4,3,1,1,Medium
41.94_-87.81,41.94,-87.81,0,1,3,3,3,0,Medium
41.94_-87.81,41.94,-87.81,0,2,1,1,2,0,Low
41.94_-87.81,41.94,-87.81,0,3,1,1,12,0,Low
41.94_-87.81,41.94,-87.81,0,4,4,3,8,0,Medium
41.94_-87.81,41.94,-87.81,0,5,2,2,2,1,Low
41.94_-87.81,41.94,-87.81,0,6,1,1,6,1,Low
41.94_-87.81,41.94,-87.81,1,0,1,1,4,0,Low
41.94_-87.81,41.94,-87.81,1,4,2,2,1,0,Low
41.94_-87.81,41.94,-87.81,1,5,1,1,9,1,Low
41.94_-87.81,41.94,-87.81,2,0,2,2,5,0,Low
41.94_-87.81,41.94,-87.81,2,1,2,2,3,0,Low
41.94_-87.81,41.94,-87.81,2,5,1,1,7,1,Low
41.94_-87.81,41.94,-87.81,2,6,1,1,10,1,Low
41.94_-87.81,41.94,-87.81,3,6,3,2,8,1,Medium
41.94_-87.81,41.94,-87.81,4,3,1,1,7,0,Low
41.94_-87.81,41.94,-87.81,5,0,2,2,3,0,Low
41.94_-87.81,41.94,-87.81,5,1,1,1,4,0,Low
41.94_-87.81,41.94,-87.81,5,6,2,2,10,1,Low
41.94_-87.81,41.94,-87.81,6,1,4,3,10,0,Medium
41.94_-87.81,41.94,-87.81,6,2,3,3,10,0,Medium
41.94_-87.81,41.94,-87.81,6,4,1,1,12,0,Low
41.94_-87.81,41.94,-87.81,6,6,2,1,10,1,Low
41.94_-87.81,41.94,-87.81,7,1,1,1,3,0,Low
41.94_-87.81,41.94,-87.81,7,3,1,1,9,0,Low
41.94_-87.81,41.94,-87.81,7,6,1,1,4,1,Low
41.94_-87.81,41.94,-87.81,8,0,1,1,3,0,Low
41.94_-87.81,41.94,-87.81,8,1,1,1,1,0,Low
41.94_-87.81,41.94,-87.81,8,4,1,1,4,0,Low
41.94_-87.81,41.94,-87.81,9,0,1,1,9,0,Low
41.94_-87.81,41.94,-87.81,9,2,1,1,5,0,Low
41.94_-87.81,41.94,-87.81,9,3,1,1,11,0,Low
41.94_-87.81,41.94,-87.81,9,4,1,1,5,0,Low
41.94_-87.81,41.94,-87.81,9,5,1,1,3,1,Low
41.94_-87.81,41.94,-87.81,9,6,2,2,3,1,Low
41.94_-87.81,41.94,-87.81,10,0,2,2,4,0,Low
41.94_-87.81,41.94,-87.81,10,4,1,1,4,0,Low
41.94_-87.81,41.94,-87.81,10,5,1,1,5,1,Low
41.94_-87.81,41.94,-87.81,10,6,1,1,12,1,Low
41.94_-87.81,41.94,-87.81,11,1,1,1,12,0,Low
41.94_-87.81,41.94,-87.81,11,2,1,1,5,0,Low
41.94_-87.81,41.94,-87.81,11,4,2,1,1,0,Low
41.94_-87.81,41.94,-87.81,11,5,3,3,3,1,Medium
41.94_-87.81,41.94,-87.81,11,6,2,2,5,1,Low
41.94_-87.81,41.94,-87.81,12,0,3,3,1,0,Medium
41.94_-87.81,41.94,-87.81,12,1,1,1,10,0,Low
41.94_-87.81,41.94,-87.81,12,2,2,2,2,0,Low
41.94_-87.81,41.94,-87.81,12,3,6,4,1,0,High
41.94_-87.81,41.94,-87.81,12,4,3,3,2,0,Medium
41.94_-87.81,41.94,-87.81,12,5,3,1,3,1,Medium
41.94_-87.81,41.94,-87.81,12,6,1,1,2,1,Low
41.94_-87.81,41.94,-87.81,13,0,4,2,5,0,Medium
41.94_-87.81,41.94,-87.81,13,1,1,1,6,0,Low
41.94_-87.81,41.94,-87.81,13,3,1,1,11,0,Low
41.94_-87.81,41.94,-87.81,13,4,2,2,3,0,Low
41.94_-87.81,41.94,-87.81,13,6,3,3,7,1,Medium
41.94_-87.81,41.94,-87.81,14,0,2,2,3,0,Low
41.94_-87.81,41.94,-87.81,14,1,1,1,7,0,Low
41.94_-87.81,41.94,-87.81,14,4,3,3,2,0,Medium
41.94_-87.81,41.94,-87.81,14,5,2,2,6,1,Low
41.94_-87.81,41.94,-87.81,15,0,1,1,6,0,Low
41.94_-87.81,41.94,-87.81,15,1,1,1,8,0,Low
41.94_-87.81,41.94,-87.81,15,2,1,1,2,0,Low
41.94_-87.81,41.94,-87.81,15,3,2,2,4,0,Low
41.94_-87.81,41.94,-87.81,16,1,4,4,4,0,Medium
41.94_-87.81,41.94,-87.81,16,2,2,1,6,0,Low
41.94_-87.81,41.94,-87.81,16,3,2,2,1,0,Low
41.94_-87.81,41.94,-87.81,16,4,1,1,6,0,Low
41.94_-87.81,41.94,-87.81,16,5,4,3,5,1,Medium
41.94_-87.81,41.94,-87.81,16,6,3,3,4,1,Medium
41.94_-87.81,41.94,-87.81,17,1,1,1,5,0,Low
41.94_-87.81,41.94,-87.81,17,2,3,3,7,0,Medium
41.94_-87.81,41.94,-87.81,17,4,1,1,10,0,Low
41.94_-87.81,41.94,-87.81,17,5,1,1,6,1,Low
41.94_-87.81,41.94,-87.81,17,6,1,1,11,1,Low
41.94_-87.81,41.94,-87.81,18,0,2,2,11,0,Low
41.94_-87.81,41.94,-87.81,18,1,4,2,6,0,Medium
41.94_-87.81,41.94,-87.81,18,2,4,3,5,0,Medium
41.94_-87.81,41.94,-87.81,18,3,1,1,8,0,Low
41.94_-87.81,41.94,-87.81,18,4,2,2,3,0,Low
41.94_-87.81,41.94,-87.81,18,5,1,1,10,1,Low
41.94_-87.81,41.94,-87.81,18,6,5,4,9,1,High
41.94_-87.81,41.94,-87.81,19,1,2,2,2,0,Low
41.94_-87.81,41.94,-87.81,19,2,1,1,10,0,Low
41.94_-87.81,41.94,-87.81,19,4,1,1,2,0,Low
41.94_-87.81,41.94,-87.81,19,5,1,1,10,1,Low
41.94_-87.81,41.94,-87.81,19,6,1,1,10,1,Low
41.94_-87.81,41.94,-87.81,20,0,1,1,10,0,Low
41.94_-87.81,41.94,-87.81,20,4,2,2,5,0,Low
41.94_-87.81,41.94,-87.81,20,5,5,4,11,1,High
41.94_-87.81,41.94,-87.81,20,6,4,4,2,1,Medium
41.94_-87.81,41.94,-87.81,21,0,1,1,3,0,Low
41.94_-87.81,41.94,-87.81,21,2,4,2,10,0,Medium
41.94_-87.81,41.94,-87.81,21,3,1,1,5,0,Low
41.94_-87.81,41.94,-87.81,21,4,2,2,6,0,Low
41.94_-87.81,41.94,-87.81,21,5,1,1,3,1,Low
41.94_-87.81,41.94,-87.81,21,6,2,2,2,1,Low
41.94_-87.81,41.94,-87.81,22,0,3,3,3,0,Medium
41.94_-87.81,41.94,-87.81,22,2,3,3,7,0,Medium
41.94_-87.81,41.94,-87.81,22,3,2,2,1,0,Low
41.94_-87.81,41.94,-87.81,22,5,2,1,4,1,Low
41.94_-87.81,41.94,-87.81,23,0,3,3,5,0,Medium
41.94_-87.81,41.94,-87.81,23,1,4,3,1,0,Medium
41.94_-87.81,41.94,-87.81,23,2,2,2,2,0,Low
41.94_-87.81,41.94,-87.81,23,4,5,5,5,0,High
41.94_-87.81,41.94,-87.81,23,5,1,1,5,1,Low
41.94_-87.81,41.94,-87.81,23,6,2,2,2,1,Low
41.94_-87.82,41.94,-87.82,0,0,3,3,6,0,Medium
41.94_-87.82,41.94,-87.82,0,1,2,2,6,0,Low
41.94_-87.82,41.94,-87.82,0,4,1,1,6,0,Low
41.94_-87.82,41.94,-87.82,0,5,2,2,4,1,Low
41.94_-87.82,41.94,-87.82,0,6,1,1,3,1,Low
41.94_-87.82,41.94,-87.82,1,4,1,1,11,0,Low
41.94_-87.82,41.94,-87.82,2,2,1,1,2,0,Low
41.94_-87.82,41.94,-87.82,2,6,5,3,5,1,High
41.94_-87.82,41.94,-87.82,5,1,1,1,5,0,Low
41.94_-87.82,41.94,-87.82,5,3,1,1,9,0,Low
41.94_-87.82,41.94,-87.82,5,4,1,1,1,0,Low
41.94_-87.82,41.94,-87.82,5,6,1,1,5,1,Low
41.94_-87.82,41.94,-87.82,6,2,1,1,10,0,Low
41.94_-87.82,41.94,-87.82,6,3,1,1,10,0,Low
41.94_-87.82,41.94,-87.82,6,6,2,2,8,1,Low
41.94_-87.82,41.94,-87.82,7,1,3,3,5,0,Medium
41.94_-87.82,41.94,-87.82,7,2,1,1,6,0,Low
41.94_-87.82,41.94,-87.82,7,3,1,1,2,0,Low
41.94_-87.82,41.94,-87.82,7,4,1,1,10,0,Low
41.94_-87.82,41.94,-87.82,7,5,1,1,3,1,Low
41.94_-87.82,41.94,-87.82,10,0,1,1,4,0,Low
41.94_-87.82,41.94,-87.82,10,2,1,1,5,0,Low
41.94_-87.82,41.94,-87.82,10,4,1,1,7,0,Low
41.94_-87.82,41.94,-87.82,10,6,1,1,5,1,Low
41.94_-87.82,41.94,-87.82,11,1,2,2,2,0,Low
41.94_-87.82,41.94,-87.82,11,6,1,1,12,1,Low
41.94_-87.82,41.94,-87.82,12,2,1,1,1,0,Low
41.94_-87.82,41.94,-87.82,12,3,2,1,2,0,Low
41.94_-87.82,41.94,-87.82,12,4,1,1,5,0,Low
41.94_-87.82,41.94,-87.82,12,6,2,2,4,1,Low
41.94_-87.82,41.94,-87.82,14,0,1,1,8,0,Low
41.94_-87.82,41.94,-87.82,14,2,1,1,8,0,Low
41.94_-87.82,41.94,-87.82,14,3,1,1,2,0,Low
41.94_-87.82,41.94,-87.82,14,6,2,2,4,1,Low
41.94_-87.82,41.94,-87.82,15,1,2,2,4,0,Low
41.94_-87.82,41.94,-87.82,15,6,3,3,6,1,Medium
41.94_-87.82,41.94,-87.82,16,0,1,1,11,0,Low
41.94_-87.82,41.94,-87.82,16,1,1,1,4,0,Low
41.94_-87.82,41.94,-87.82,16,5,2,2,1,1,Low
41.94_-87.82,41.94,-87.82,16,6,1,1,4,1,Low
41.94_-87.82,41.94,-87.82,17,0,1,1,2,0,Low
41.94_-87.82,41.94,-87.82,17,1,2,2,4,0,Low
41.94_-87.82,41.94,-87.82,17,2,1,1,10,0,Low
41.94_-87.82,41.94,-87.82,17,3,1,1,12,0,Low
41.94_-87.82,41.94,-87.82,17,4,4,3,5,0,Medium
41.94_-87.82,41.94,-87.82,17,5,1,1,1,1,Low
41.94_-87.82,41.94,-87.82,18,1,2,2,4,0,Low
41.94_-87.82,41.94,-87.82,18,2,1,1,7,0,Low
41.94_-87.82,41.94,-87.82,18,5,1,1,7,1,Low
41.94_-87.82,41.94,-87.82,18,6,1,1,1,1,Low
41.94_-87.82,41.94,-87.82,19,0,1,1,5,0,Low
41.94_-87.82,41.94,-87.82,19,2,1,1,2,0,Low
41.94_-87.82,41.94,-87.82,19,4,2,2,3,0,Low
41.94_-87.82,41.94,-87.82,19,5,1,1,10,1,Low
41.94_-87.82,41.94,-87.82,19,6,2,2,2,1,Low
41.94_-87.82,41.94,-87.82,20,1,1,1,7,0,Low
41.94_-87.82,41.94,-87.82,20,5,1,1,2,1,Low
41.94_-87.82,41.94,-87.82,21,0,2,2,6,0,Low
41.94_-87.82,41.94,-87.82,21,1,3,2,5,0,Medium
41.94_-87.82,41.94,-87.82,21,3,2,2,8,0,Low
41.94_-87.82,41.94,-87.82,21,4,1,1,5,0,Low
41.94_-87.82,41.94,-87.82,21,5,1,1,4,1,Low
41.94_-87.82,41.94,-87.82,21,6,1,1,6,1,Low
41.94_-87.82,41.94,-87.82,22,1,1,1,6,0,Low
41.94_-87.82,41.94,-87.82,22,2,1,1,7,0,Low
41.94_-87.82,41.94,-87.82,22,3,2,2,3,0,Low
41.94_-87.82,41.94,-87.82,22,5,1,1,11,1,Low
41.94_-87.82,41.94,-87.82,22,6,4,3,5,1,Medium
41.94_-87.82,41.94,-87.82,23,0,2,1,5,0,Low
41.94_-87.82,41.94,-87.82,23,4,1,1,4,0,Low
41.94_-87.82,41.94,-87.82,23,5,1,1,6,1,Low
41.94_-87.83,41.94,-87.83,0,0,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,0,1,3,3,2,0,Medium
41.94_-87.83,41.94,-87.83,0,2,2,2,1,0,Low
41.94_-87.83,41.94,-87.83,0,3,1,1,6,0,Low
41.94_-87.83,41.94,-87.83,0,4,2,2,7,0,Low
41.94_-87.83,41.94,-87.83,0,5,2,2,4,1,Low
41.94_-87.83,41.94,-87.83,0,6,2,2,7,1,Low
41.94_-87.83,41.94,-87.83,1,1,2,1,3,0,Low
41.94_-87.83,41.94,-87.83,1,6,1,1,3,1,Low
41.94_-87.83,41.94,-87.83,3,4,1,1,4,0,Low
41.94_-87.83,41.94,-87.83,3,5,2,2,8,1,Low
41.94_-87.83,41.94,-87.83,4,4,1,1,6,0,Low
41.94_-87.83,41.94,-87.83,5,2,2,2,7,0,Low
41.94_-87.83,41.94,-87.83,5,5,1,1,3,1,Low
41.94_-87.83,41.94,-87.83,7,0,1,1,7,0,Low
41.94_-87.83,41.94,-87.83,7,1,1,1,11,0,Low
41.94_-87.83,41.94,-87.83,7,4,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,7,5,2,2,3,1,Low
41.94_-87.83,41.94,-87.83,8,2,1,1,2,0,Low
41.94_-87.83,41.94,-87.83,8,4,1,1,4,0,Low
41.94_-87.83,41.94,-87.83,8,6,2,2,3,1,Low
41.94_-87.83,41.94,-87.83,9,0,3,3,4,0,Medium
41.94_-87.83,41.94,-87.83,9,1,2,1,4,0,Low
41.94_-87.83,41.94,-87.83,9,3,1,1,3,0,Low
41.94_-87.83,41.94,-87.83,9,4,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,10,1,1,1,12,0,Low
41.94_-87.83,41.94,-87.83,10,3,2,2,5,0,Low
41.94_-87.83,41.94,-87.83,10,4,2,2,1,0,Low
41.94_-87.83,41.94,-87.83,10,5,1,1,8,1,Low
41.94_-87.83,41.94,-87.83,11,2,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,11,3,1,1,1,0,Low
41.94_-87.83,41.94,-87.83,12,0,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,12,1,1,1,10,0,Low
41.94_-87.83,41.94,-87.83,12,2,2,2,2,0,Low
41.94_-87.83,41.94,-87.83,12,3,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,12,4,1,1,3,0,Low
41.94_-87.83,41.94,-87.83,13,1,1,1,12,0,Low
41.94_-87.83,41.94,-87.83,13,5,1,1,7,1,Low
41.94_-87.83,41.94,-87.83,13,6,1,1,12,1,Low
41.94_-87.83,41.94,-87.83,14,1,1,1,7,0,Low
41.94_-87.83,41.94,-87.83,14,3,1,1,7,0,Low
41.94_-87.83,41.94,-87.83,14,4,1,1,2,0,Low
41.94_-87.83,41.94,-87.83,14,5,2,2,7,1,Low
41.94_-87.83,41.94,-87.83,15,0,1,1,6,0,Low
41.94_-87.83,41.94,-87.83,15,1,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,15,2,2,2,5,0,Low
41.94_-87.83,41.94,-87.83,15,5,1,1,3,1,Low
41.94_-87.83,41.94,-87.83,15,6,1,1,3,1,Low
41.94_-87.83,41.94,-87.83,16,0,3,2,4,0,Medium
41.94_-87.83,41.94,-87.83,16,2,1,1,3,0,Low
41.94_-87.83,41.94,-87.83,16,4,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,17,0,2,2,11,0,Low
41.94_-87.83,41.94,-87.83,17,2,2,2,4,0,Low
41.94_-87.83,41.94,-87.83,17,4,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,18,0,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,18,1,1,1,9,0,Low
41.94_-87.83,41.94,-87.83,19,3,1,1,6,0,Low
41.94_-87.83,41.94,-87.83,19,6,1,1,8,1,Low
41.94_-87.83,41.94,-87.83,20,1,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,20,2,1,1,11,0,Low
41.94_-87.83,41.94,-87.83,20,3,1,1,7,0,Low
41.94_-87.83,41.94,-87.83,21,4,2,2,2,0,Low
41.94_-87.83,41.94,-87.83,22,2,1,1,10,0,Low
41.94_-87.83,41.94,-87.83,22,4,1,1,1,0,Low
41.94_-87.83,41.94,-87.83,23,1,1,1,7,0,Low
41.94_-87.83,41.94,-87.83,23,2,1,1,8,0,Low
41.94_-87.83,41.94,-87.83,23,4,1,1,10,0,Low
41.94_-87.83,41.94,-87.83,23,5,1,1,3,1,Low
41.94_-87.84,41.94,-87.84,7,5,1,1,2,1,Low
41.94_-87.84,41.94,-87.84,15,1,1,1,10,0,Low
41.94_-87.84,41.94,-87.84,15,6,1,1,11,1,Low
41.94_-87.84,41.94,-87.84,22,1,1,1,3,0,Low
41.94_-87.84,41.94,-87.84,22,6,1,1,8,1,Low
41.95_-87.64,41.95,-87.64,0,0,3,2,5,0,Medium
41.95_-87.64,41.95,-87.64,0,1,3,2,4,0,Medium
41.95_-87.64,41.95,-87.64,0,2,4,3,4,0,Medium
41.95_-87.64,41.95,-87.64,0,3,4,3,6,0,Medium
41.95_-87.64,41.95,-87.64,0,4,2,2,2,0,Low
41.95_-87.64,41.95,-87.64,0,5,4,3,3,1,Medium
41.95_-87.64,41.95,-87.64,0,6,5,4,5,1,High
41.95_-87.64,41.95,-87.64,1,2,1,1,5,0,Low
41.95_-87.64,41.95,-87.64,1,3,3,3,2,0,Medium
41.95_-87.64,41.95,-87.64,1,5,1,1,2,1,Low
41.95_-87.64,41.95,-87.64,1,6,1,1,2,1,Low
41.95_-87.64,41.95,-87.64,2,2,1,1,4,0,Low
41.95_-87.64,41.95,-87.64,2,3,1,1,3,0,Low
41.95_-87.64,41.95,-87.64,2,5,1,1,5,1,Low
41.95_-87.64,41.95,-87.64,3,0,2,2,9,0,Low
41.95_-87.64,41.95,-87.64,3,5,1,1,5,1,Low
41.95_-87.64,41.95,-87.64,4,0,1,1,4,0,Low
41.95_-87.64,41.95,-87.64,4,4,1,1,6,0,Low
41.95_-87.64,41.95,-87.64,4,6,1,1,10,1,Low
41.95_-87.64,41.95,-87.64,5,0,1,1,9,0,Low
41.95_-87.64,41.95,-87.64,5,4,1,1,2,0,Low
41.95_-87.64,41.95,-87.64,5,6,1,1,3,1,Low
41.95_-87.64,41.95,-87.64,6,1,2,2,10,0,Low
41.95_-87.64,41.95,-87.64,6,2,2,2,4,0,Low
41.95_-87.64,41.95,-87.64,6,3,1,1,5,0,Low
41.95_-87.64,41.95,-87.64,6,4,3,2,3,0,Medium
41.95_-87.64,41.95,-87.64,6,5,2,2,5,1,Low
41.95_-87.64,41.95,-87.64,6,6,1,1,9,1,Low
41.95_-87.64,41.95,-87.64,7,0,1,1,2,0,Low
41.95_-87.64,41.95,-87.64,7,1,2,1,3,0,Low
41.95_-87.64,41.95,-87.64,7,3,2,2,1,0,Low
41.95_-87.64,41.95,-87.64,7,4,2,2,1,0,Low
41.95_-87.64,41.95,-87.64,7,5,2,2,10,1,Low
41.95_-87.64,41.95,-87.64,8,0,1,1,4,0,Low
41.95_-87.64,41.95,-87.64,8,1,1,1,11,0,Low
41.95_-87.64,41.95,-87.64,8,2,2,1,10,0,Low
41.95_-87.64,41.95,-87.64,8,3,3,2,4,0,Medium
41.95_-87.64,41.95,-87.64,8,4,2,2,2,0,Low
41.95_-87.64,41.95,-87.64,8,6,3,3,7,1,Medium
41.95_-87.64,41.95,-87.64,9,0,2,2,3,0,Low
41.95_-87.64,41.95,-87.64,9,1,2,2,5,0,Low
41.95_-87.64,41.95,-87.64,9,2,1,1,10,0,Low
41.95_-87.64,41.95,-87.64,9,3,1,1,8,0,Low
41.95_-87.64,41.95,-87.64,9,4,1,1,5,0,Low
41.95_-87.64,41.95,-87.64,9,6,1,1,11,1,Low
41.95_-87.64,41.95,-87.64,10,0,1,1,8,0,Low
41.95_-87.64,41.95,-87.64,10,2,1,1,9,0,Low
41.95_-87.64,41.95,-87.64,10,4,1,1,1,0,Low
41.95_-87.64,41.95,-87.64,10,5,1,1,12,1,Low
41.95_-87.64,41.95,-87.64,10,6,1,1,11,1,Low
41.95_-87.64,41.95,-87.64,11,2,3,3,3,0,Medium
41.95_-87.64,41.95,-87.64,11,3,4,4,1,0,Medium
41.95_-87.64,41.95,-87.64,11,4,1,1,12,0,Low
41.95_-87.64,41.95,-87.64,11,5,1,1,6,1,Low
41.95_-87.64,41.95,-87.64,12,0,1,1,9,0,Low
41.95_-87.64,41.95,-87.64,12,1,3,3,1,0,Medium
41.95_-87.64,41.95,-87.64,12,2,2,1,2,0,Low
41.95_-87.64,41.95,-87.64,12,3,5,3,3,0,High
41.95_-87.64,41.95,-87.64,12,4,1,1,1,0,Low
41.95_-87.64,41.95,-87.64,12,5,2,2,3,1,Low
41.95_-87.64,41.95,-87.64,12,6,3,3,5,1,Medium
41.95_-87.64,41.95,-87.64,13,1,2,2,5,0,Low
41.95_-87.64,41.95,-87.64,13,2,1,1,5,0,Low
41.95_-87.64,41.95,-87.64,13,3,3,3,3,0,Medium
41.95_-87.64,41.95,-87.64,13,4,1,1,6,0,Low
41.95_-87.64,41.95,-87.64,13,6,2,1,5,1,Low
41.95_-87.64,41.95,-87.64,14,1,5,5,6,0,High
41.95_-87.64,41.95,-87.64,14,2,1,1,4,0,Low
41.95_-87.64,41.95,-87.64,14,3,1,1,1,0,Low
41.95_-87.64,41.95,-87.64,14,4,2,1,3,0,Low
41.95_-87.64,41.95,-87.64,14,6,1,1,5,1,Low
41.95_-87.64,41.95,-87.64,15,0,1,1,8,0,Low
41.95_-87.64,41.95,-87.64,15,3,5,4,2,0,High
41.95_-87.64,41.95,-87.64,15,4,2,1,3,0,Low
41.95_-87.64,41.95,-87.64,15,5,1,1,6,1,Low
41.95_-87.64,41.95,-87.64,15,6,1,1,2,1,Low
41.95_-87.64,41.95,-87.64,16,0,2,2,3,0,Low
41.95_-87.64,41.95,-87.64,16,2,3,3,1,0,Medium
41.95_-87.64,41.95,-87.64,16,5,2,2,6,1,Low
41.95_-87.64,41.95,-87.64,16,6,4,3,2,1,Medium
41.95_-87.64,41.95,-87.64,17,0,3,3,1,0,Medium
41.95_-87.64,41.95,-87.64,17,1,2,2,3,0,Low
41.95_-87.64,41.95,-87.64,17,2,4,4,4,0,Medium
41.95_-87.64,41.95,-87.64,17,3,4,3,3,0,Medium
41.95_-87.64,41.95,-87.64,17,4,5,4,10,0,High
41.95_-87.64,41.95,-87.64,17,5,3,3,9,1,Medium
41.95_-87.64,41.95,-87.64,17,6,1,1,9,1,Low
41.95_-87.64,41.95,-87.64,18,0,2,2,4,0,Low
41.95_-87.64,41.95,-87.64,18,1,1,1,10,0,Low
41.95_-87.64,41.95,-87.64,18,2,2,1,5,0,Low
41.95_-87.64,41.95,-87.64,18,3,3,3,7,0,Medium
41.95_-87.64,41.95,-87.64,18,4,5,4,3,0,High
41.95_-87.64,41.95,-87.64,18,5,2,2,1,1,Low
41.95_-87.64,41.95,-87.64,18,6,1,1,5,1,Low
41.95_-87.64,41.95,-87.64,19,0,2,2,5,0,Low
41.95_-87.64,41.95,-87.64,19,1,1,1,3,0,Low
41.95_-87.64,41.95,-87.64,19,2,2,2,1,0,Low
41.95_-87.64,41.95,-87.64,19,3,2,2,6,0,Low
41.95_-87.64,41.95,-87.64,19,4,2,2,10,0,Low
41.95_-87.64,41.95,-87.64,19,5,1,1,7,1,Low
41.95_-87.64,41.95,-87.64,19,6,1,1,10,1,Low
41.95_-87.64,41.95,-87.64,20,0,2,2,2,0,Low
41.95_-87.64,41.95,-87.64,20,1,2,1,1,0,Low
41.95_-87.64,41.95,-87.64,20,2,2,2,1,0,Low
41.95_-87.64,41.95,-87.64,20,4,1,1,8,0,Low
41.95_-87.64,41.95,-87.64,20,6,2,2,2,1,Low
41.95_-87.64,41.95,-87.64,21,0,1,1,3,0,Low
41.95_-87.64,41.95,-87.64,21,1,1,1,10,0,Low
41.95_-87.64,41.95,-87.64,21,2,2,1,3,0,Low
41.95_-87.64,41.95,-87.64,21,3,1,1,3,0,Low
41.95_-87.64,41.95,-87.64,21,4,2,1,11,0,Low
41.95_-87.64,41.95,-87.64,21,5,1,1,9,1,Low
41.95_-87.64,41.95,-87.64,21,6,2,2,3,1,Low
41.95_-87.64,41.95,-87.64,22,0,2,2,5,0,Low
41.95_-87.64,41.95,-87.64,22,1,2,2,2,0,Low
41.95_-87.64,41.95,-87.64,22,2,2,1,5,0,Low
41.95_-87.64,41.95,-87.64,22,3,2,1,2,0,Low
41.95_-87.64,41.95,-87.64,22,4,4,4,1,0,Medium
41.95_-87.64,41.95,-87.64,22,5,2,2,1,1,Low
41.95_-87.64,41.95,-87.64,23,0,2,1,10,0,Low
41.95_-87.64,41.95,-87.64,23,1,2,2,2,0,Low
41.95_-87.64,41.95,-87.64,23,2,1,1,9,0,Low
41.95_-87.64,41.95,-87.64,23,4,1,1,5,0,Low
41.95_-87.64,41.95,-87.64,23,5,2,2,2,1,Low
41.95_-87.64,41.95,-87.64,23,6,2,2,4,1,Low
41.95_-87.65,41.95,-87.65,0,0,15,5,2,0,High
41.95_-87.65,41.95,-87.65,0,1,18,7,2,0,High
41.95_-87.65,41.95,-87.65,0,2,8,6,4,0,High
41.95_-87.65,41.95,-87.65,0,3,11,7,2,0,High
41.95_-87.65,41.95,-87.65,0,4,14,5,5,0,High
41.95_-87.65,41.95,-87.65,0,5,17,9,11,1,High
41.95_-87.65,41.95,-87.65,0,6,12,7,7,1,High
41.95_-87.65,41.95,-87.65,1,0,9,6,2,0,High
41.95_-87.65,41.95,-87.65,1,1,6,5,9,0,High
41.95_-87.65,41.95,-87.65,1,2,3,3,2,0,Medium
41.95_-87.65,41.95,-87.65,1,3,1,1,11,0,Low
41.95_-87.65,41.95,-87.65,1,4,7,4,5,0,High
41.95_-87.65,41.95,-87.65,1,5,14,8,4,1,High
41.95_-87.65,41.95,-87.65,1,6,14,3,3,1,High
41.95_-87.65,41.95,-87.65,2,0,11,6,6,0,High
41.95_-87.65,41.95,-87.65,2,1,2,2,3,0,Low
41.95_-87.65,41.95,-87.65,2,2,5,4,4,0,High
41.95_-87.65,41.95,-87.65,2,3,7,4,2,0,High
41.95_-87.65,41.95,-87.65,2,4,11,6,5,0,High
41.95_-87.65,41.95,-87.65,2,5,20,6,9,1,High
41.95_-87.65,41.95,-87.65,2,6,10,6,6,1,High
41.95_-87.65,41.95,-87.65,3,0,9,7,5,0,High
41.95_-87.65,41.95,-87.65,3,1,1,1,5,0,Low
41.95_-87.65,41.95,-87.65,3,2,11,9,10,0,High
41.95_-87.65,41.95,-87.65,3,3,5,4,2,0,High
41.95_-87.65,41.95,-87.65,3,4,13,6,10,0,High
41.95_-87.65,41.95,-87.65,3,5,14,7,6,1,High
41.95_-87.65,41.95,-87.65,3,6,15,6,3,1,High
41.95_-87.65,41.95,-87.65,4,0,4,1,3,0,Medium
41.95_-87.65,41.95,-87.65,4,1,3,3,2,0,Medium
41.95_-87.65,41.95,-87.65,4,2,5,4,3,0,High
41.95_-87.65,41.95,-87.65,4,3,6,5,5,0,High
41.95_-87.65,41.95,-87.65,4,4,4,3,8,0,Medium
41.95_-87.65,41.95,-87.65,4,5,8,7,1,1,High
41.95_-87.65,41.95,-87.65,4,6,11,4,6,1,High
41.95_-87.65,41.95,-87.65,5,0,1,1,9,0,Low
41.95_-87.65,41.95,-87.65,5,1,3,3,4,0,Medium
41.95_-87.65,41.95,-87.65,5,2,3,2,4,0,Medium
